Name,Goal,Status,Currency,DeadlineDate,NamefromUrl,N_Category,N_Location,N_min_Price,N_FAQ,N_Updates,N_Comments,N_ScrapeDate,D_Target,D_backers,D_TotalAmountPledged,D_FAQ,D_updates,D_Comments,D_StartDate,D_EndDate,D_ended
FunkyFloss - Gentle on Gums & Fun to Use!,10000,live,USD,12-08-2017,funkyfloss-gentle-on-gums-and-fun-to-use,Technology,New York NY,10,12,0,2,11-13-2017,0,81,3387,12,1,4,11-13-2017,12-07-2017,ended
Technical Center for kids,6500,live,USD,01-26-2018,technical-center-for-kids,Technology,New York NY,10,0,0,0,12-27-2017,0,0,0,0,0,0,12-27-2017,01-26-2018,ended
TODO-The next big thing! All-in-one device that you need!,1000,live,USD,11-26-2017,todo-the-next-big-thing-all-in-one-device-that-you,Technology,New York NY,50,0,1,17,11-16-2017,1,35,1840,0,0,0,11-16-2017,11-26-2017,ended
Sportan! First Cross Platform IOS/Android Pickup Sports App,2000,live,USD,02-15-2018,sportan-first-cross-platform-ios-android-pickup-sp,Technology,Newark NJ,75,0,0,0,01-16-2018,0,7,87,0,0,0,01-16-2018,02-15-2018,ended
FitNeck Pro: Fix Your Neck Pain and Posture,20000,live,USD,02-22-2018,fitneck-pro-fix-your-neck-pain-and-posture,Technology,Ogden UT,109,0,0,0,01-23-2018,1,1692,140909,0,0,0,01-23-2018,02-22-2018,ended
MotiAlert | Motion Activated Siren with Email/Text Alerts,45000,live,USD,02-08-2018,motialert-motion-activated-siren-with-email-text-a,Technology,Orem UT,90,0,0,2,01-09-2018,0,8,361,0,0,3,01-09-2018,02-08-2018,ended
COLTON: Ultra-Slim Silicone iPhone Wallet Case,8613,live,USD,01-15-2018,colton-ultra-slim-silicone-iphone-7-and-iphone-x-w,Technology,Orlando FL,9,0,0,0,12-13-2017,0,14,720,0,1,0,12-12-2017,01-14-2018,ended
KeRnVPN - be safe!,50000,live,EUR,12-28-2017,kernvpn-be-safe,Technology,Otzberg Germany,10,0,0,0,11-28-2017,0,1,36,0,2,0,11-28-2017,12-28-2017,ended
Rare Virtual Reality Content: 3D scans of historic objects.,30000,live,USD,02-12-2018,rare-virtual-reality-content-3d-scans-of-historic,Technology,Palm Beach FL,50,0,0,0,12-14-2017,0,10,686,0,1,0,12-14-2017,02-12-2018,ended
MyLiFi Brightly reinventing the way we connect.,1000000,live,EUR,03-08-2018,mylifi-brightly-reinventing-the-way-we-connect,Technology,Paris France,0,0,0,0,01-06-2018,0,4,2215,0,0,0,01-06-2018,01-07-2018,ended
Extend-D - Worlds First Modular Power Cable!,30000,live,USD,02-01-2018,extend-d-worlds-first-modular-power-cable,Technology,Philadelphia PA,15,0,0,0,12-12-2017,0,27,1227,0,1,0,12-12-2017,01-31-2018,ended
Magnetic Ball Roller,20000,live,USD,12-14-2017,magnetic-ball-roller,Technology,Philadelphia PA,150,0,0,0,11-14-2017,0,3,390,0,0,0,11-13-2017,12-13-2017,ended
"New and Inspiring 16\"" diameter Celestial Sphere",45000,live,USD,01-14-2018,new-and-inspiring-16-diameter-celestial-sphere,Technology,Phoenixville PA,25,0,0,1,12-15-2017,0,9,2745,0,0,1,12-15-2017,01-14-2018,ended
Arbeit,15000,live,USD,01-03-2018,arbeit,Technology,Pittsburgh PA,1000,0,0,0,12-04-2017,0,0,0,0,0,0,12-04-2017,01-03-2018,ended
BrainPlus: Smart EEG Device for Your Better Brain 2,5000,live,USD,12-20-2017,brainplus-smart-eeg-device-for-your-better-brain-2,Technology,Pittsburgh PA,180,0,1,0,11-28-2017,1,52,8272,0,0,0,11-28-2017,12-19-2017,ended
Cell Phone Radiation Barrier - WaveBrak,10000,live,USD,01-27-2018,cell-phone-radiation-barrier-wavebrak,Technology,Pittsburgh PA,55,0,0,0,12-28-2017,0,10,692,0,0,0,12-28-2017,01-27-2018,ended
Milkbe Strollers The Safest Most Modern stroller.,500000,live,USD,12-27-2017,patent-stroller-technology,Technology,Pleasanton CA,250,0,0,0,11-27-2017,0,2,500,0,0,0,11-27-2017,11-27-2017,ended
World's 2nd Wi-Fi Internet Radio with Chromecast built-in,20000,live,USD,11-28-2017,worlds-2nd-wi-fi-internet-radio-with-chromecast-bu,Technology,Poway CA,180,0,0,4,11-14-2017,1,150,26446,0,0,0,11-14-2017,11-28-2018,ended
Napi,800000,live,USD,02-25-2018,napi,Technology,Poznan Poland,10,0,0,0,01-25-2018,0,4,34,0,0,0,01-25-2018,02-24-2018,ended
Basic Kevlar/Carbon Fiber Fabric Net,600,live,USD,02-08-2018,basic-kevlar-carbon-fiber-fabric-net,Technology,Pueblo CO,5,0,0,0,01-09-2018,1,12,795,0,0,0,01-09-2018,02-08-2018,ended
Paracord & Hemp Fly Fishing Lanyards,200,live,USD,02-07-2018,paracord-and-hemp-fly-fishing-lanyards,Technology,Pueblo CO,5,0,0,0,01-08-2018,1,8,304,0,0,0,01-08-2018,02-07-2018,ended
Red's Fly Dry,250,live,USD,01-08-2018,reds-fly-dry,Technology,Pueblo CO,20,0,0,0,12-09-2017,1,21,345,0,0,0,12-09-2017,01-08-2018,ended
The ZYP: Changing the way you view your iPad,110000,live,USD,01-10-2018,the-zyp-changing-the-way-you-view-your-ipad,Technology,Raleigh NC,49,0,0,0,12-11-2017,0,8,735,0,0,0,12-11-2017,01-10-2018,ended
Kaskade X Project Favela,10000,live,USD,01-15-2018,kaskade-x-project-favela,Technology,Rio de Janeiro Brazil,75,0,0,0,12-16-2017,1,48,10907,0,0,0,12-16-2017,01-15-2018,ended
Water powered generator,5250,live,USD,02-09-2018,water-powered-generator,Technology,Robertsville MO,25,0,0,0,01-20-2018,0,3,30,0,0,0,01-20-2018,02-09-2018,ended
The Alert Beam,15000,live,USD,01-24-2018,the-alert-beam,Technology,Sacramento CA,0,0,0,0,12-24-2017,0,0,0,0,0,0,12-24-2017,12-24-2017,ended
Project:Save A Life,6000,live,USD,02-18-2018,project-save-a-life,Technology,Salt Lake City UT,50,0,0,0,01-19-2018,0,14,1015,0,0,0,01-19-2018,02-18-2018,ended
Compute For Cancer,25000,live,USD,12-30-2017,compute-for-cancer,Technology,San Francisco CA,25,0,0,0,11-14-2017,1,153,25185,0,0,0,11-14-2017,12-29-2017,ended
DoomsDay Imaging,35000,live,USD,01-25-2018,doomsday-imaging,Technology,San Francisco CA,25,0,0,0,12-12-2017,0,2,76,0,0,0,12-11-2017,01-25-2018,ended
The ultimatelightweight bullet proof laptop case ever made,100000,live,USD,01-31-2018,the-ultimatelightweight-bullet-proof-laptop-case-e,Technology,San Francisco CA,508,0,0,1,12-11-2017,0,11,3476,0,0,5,12-11-2017,01-30-2018,ended
Free mobile learning platform to create and take courses,10000,live,USD,02-03-2018,free-mobile-learning-platform-to-create-and-take-c,Technology,San Jose CA,100,0,0,0,01-04-2018,0,13,1560,0,2,0,01-04-2018,02-03-2018,ended
Save Your City Sprinkler Systems.,150000,live,CAD,02-03-2018,save-your-city-sprinkler-systems,Technology,San Jose CA,0,0,0,0,12-14-2017,0,3,11,0,0,0,12-14-2017,02-02-2018,ended
Pull Over Pouch,20000,live,USD,01-13-2018,pull-over-pouch-0,Technology,Searcy AR,0,0,0,0,11-29-2017,0,13,118,0,0,0,11-29-2017,01-13-2018,ended
Cocktails & Co.,10000,live,USD,01-28-2018,cocktails-and-co,Technology,Seattle WA,1000,0,0,0,11-29-2017,0,0,0,0,0,0,11-29-2017,01-28-2018,ended
Finally... Internet Wherever You Are!,250,live,USD,01-11-2018,finally-internet-wherever-you-are,Technology,Seattle WA,20,0,1,0,12-12-2017,1,3,324,0,0,0,12-12-2017,01-11-2018,ended
AutoLiv - A hassle-free indoor farming solution,10000,live,SGD,12-15-2017,autoliv-a-hassle-free-indoor-farming-solution,Technology,Singapore Singapore,15,0,0,0,11-14-2017,0,64,6696,10,3,3,11-14-2017,12-14-2017,ended
Make/100 MusicClothÂ® city map,1000,live,SGD,01-31-2018,make-100-musiccloth-city-map,Technology,Singapore Singapore,19,0,0,2,01-01-2018,1,35,1432,0,0,0,12-31-2017,01-30-2018,ended
ZENERGY: FleXon World's Most Portable Electric Scooter,30000,live,SGD,01-09-2018,zenergy-flexon-worlds-most-portable-electric-scoot,Technology,Singapore Singapore,13,0,0,0,12-06-2017,0,24,15720,1,9,20,12-06-2017,01-08-2018,ended
Smart led effects lighting,2000,live,GBP,02-24-2018,smart-led-effects-lighting,Technology,Somerset UK,240,0,0,0,01-10-2018,0,0,0,0,0,0,01-10-2018,01-22-2018,ended
SIMBRO Inline Skating Brake,19500,live,EUR,01-07-2018,simbro-wheels-brake,Technology,Spittal an der Drau Austria,89,0,0,0,11-20-2017,0,11,516,0,1,0,11-20-2017,01-07-2018,ended
Let's Play Together: Arcade Brought to the 21st Century,20000,live,USD,02-13-2018,lets-play-together-arcades-brought-to-the-21st-cen,Technology,St. Augustine FL,5,0,0,0,01-09-2018,0,2,15,0,0,0,01-09-2018,01-21-2018,ended
Interactive Garageâ„¢ JeepÂ® Wrangler JL Configurator,25000,live,USD,02-07-2018,interactive-garagetm-jeep-wrangler-jl-configurator,Technology,St. George UT,250,0,0,0,01-08-2018,0,5,261,0,0,0,01-08-2018,02-07-2018,ended
Ghost S1 MkII,2000000,live,SEK,12-29-2017,ghost-s1-mkii,Technology,Stockholm Sweden,1790,0,0,32,11-29-2017,1,1260,2588996,0,0,0,11-29-2017,12-29-2017,ended
Sharktooth Mk.II: 16in1 Lasercraft Titanium Utility Keychain,55000,live,USD,12-24-2017,sharktooth-titanium-the-16in1-utility-pendant-re-m,Technology,Sun Prairie WI,39,0,0,0,11-14-2017,0,97,3311,0,4,4,11-14-2017,12-24-2017,ended
P^th Algorithm to Free Net,100000,live,USD,03-04-2018,p-th-algorithm-to-free-net,Technology,Sunnyvale CA,10,0,0,0,01-03-2018,0,4,226,0,0,0,01-03-2018,01-31-2018,ended
Radishine: Wireless Smart Heated Comforter for Restful Sleep,20000,live,USD,12-30-2017,radishine-wireless-smart-heated-comforter-for-rest,Technology,Sunnyvale CA,92,0,1,29,11-20-2017,1,548,170782,0,0,0,11-20-2017,12-30-2017,ended
GamePRo Robot,5000,live,NZD,12-24-2017,gamepro-robot,Technology,Tauranga NZ,175,0,0,1,11-29-2017,1,56,11285,0,0,0,11-29-2017,12-24-2017,ended
How To Choose Your First Domain Name (Video Course),150,live,CAD,02-04-2018,how-to-choose-your-first-domain-name-video-course,Technology,Thunder Bay Canada,50,0,0,0,01-05-2018,0,1,50,0,0,0,01-05-2018,02-04-2018,ended
Scentee Machina,2000000,live,JPY,02-09-2018,scentee-machina,Technology,Tokyo Japan,10980,0,0,0,01-10-2018,1,157,6385520,0,0,0,01-10-2018,02-09-2018,ended
Go Anywear Eco Smart Bags... adventure awaits you,10212,live,CAD,02-16-2018,go-anywear-eco-smart-bags-adventure-awaits-you,Technology,Toronto Canada,40,0,0,0,12-18-2017,0,1,1,0,0,0,12-18-2017,02-16-2018,ended
Introducing Entertainment 3.0,25000,live,CAD,01-27-2018,introducing-entertainment-30,Technology,Toronto Canada,149,18,0,0,12-12-2017,0,10,3436,18,0,0,12-12-2017,01-26-2018,ended
PakGuard,30000,live,CAD,02-16-2018,pakguard,Technology,Toronto Canada,140,0,0,1,12-18-2017,0,5,227,0,0,3,12-18-2017,02-16-2018,ended
Affordable Computer Controlled Quilting System Add-On,52000,live,USD,12-31-2017,affordable-computer-controlled-quilting-system-add,Technology,Townsend MA,50,0,0,0,12-01-2017,0,3,1053,0,0,0,12-01-2017,12-31-2017,ended
Self Sufficient Generator,3000,live,USD,02-17-2018,self-sufficient-generator,Technology,Tryon NC,0,0,0,0,12-19-2017,0,3,23,0,0,0,12-19-2017,02-17-2018,ended
Sun Stream Solar Cooler-NO ICE NEEDED(Keeps food warm also),25000,live,USD,02-19-2018,sun-stream-solar-cooler-no-ice-neededkeeps-food-wa,Technology,Tulsa OK,200,0,0,0,02-07-2018,0,3,590,0,0,1,02-07-2018,02-19-2018,ended
Restore Coral: Virtual Reality for Environmental Awareness,150000,live,MXN,12-25-2017,restore-coral-virtual-reality-for-environmental-aw,Technology,Tulum Mexico,500,0,0,0,12-06-2017,0,9,6672,0,0,0,12-06-2017,12-25-2017,ended
IT'S OFFICIAL. Toilet Paper Is Now Obsolete!,449999,live,CAD,01-30-2018,american-bidet-cleans-you-way-better-than-toilet-p,Technology,Vancouver Canada,56,0,0,5,12-14-2017,0,37,3141,0,0,9,12-11-2017,12-15-2017,ended
Biodegradable Toys From Poultry Feathers,99000,live,CAD,02-09-2018,biodegradable-toys-from-poultry-feathers,Technology,Vancouver Canada,50,0,0,0,12-26-2017,0,7,639,0,0,0,12-26-2017,02-09-2018,ended
Rooftop Liferaft -Residential Life Saving Apparatus,25000,live,CAD,03-09-2018,rooftop-liferaft-residential-life-saving-apparatus,Technology,Vancouver Canada,150,0,0,0,01-23-2018,0,1,125,0,1,0,01-23-2018,02-03-2018,ended
The Tower I Redefining the Way You Charge Your Smart Devices,26000,live,CAD,12-27-2017,the-tower-i-redefining-the-way-you-charge-your-sma,Technology,Vancouver Canada,20,0,0,0,11-27-2017,0,9,609,0,0,0,11-27-2017,12-24-2017,ended
Make Your Bike Electric - the new Rubbee X,20000,live,GBP,12-16-2017,make-your-bike-electric-the-new-rubbee-x,Technology,Vilnius Lithuania,269,0,0,4,11-16-2017,1,192,69144,0,0,0,11-16-2017,12-16-2017,ended
Big Five - A mobile app for teachers to track behavior,5000,live,USD,01-21-2018,big-five-a-mobile-app-for-teachers-to-track-behavi,Technology,Washington DC,50,0,0,0,12-29-2017,0,13,490,0,0,0,12-29-2017,01-21-2018,ended
An improved tool for cancer research and medical diagnostics,120000,live,GBP,01-10-2018,an-improved-tool-for-cancer-research-and-medical-d,Technology,Watton UK,25,0,0,2,12-11-2017,0,11,281,0,3,3,12-11-2017,01-10-2018,ended
An Open Marketplace for Educators,16000,live,USD,01-26-2018,an-open-marketplace-for-educators,Technology,West Monroe LA,0,0,0,0,12-01-2017,0,0,0,0,0,0,12-01-2017,01-26-2018,ended
Love Sun Body,50000,live,USD,03-01-2018,love-sun-body,Technology,West Orange NJ,7,0,0,0,01-24-2018,0,33,2111,0,5,0,01-24-2018,02-25-2018,ended
Worldwide STEM by Meeper! Kickstart #WWStem,75000,live,USD,12-15-2017,worldwide-stem-by-meeper-kickstart-wwstem,Technology,Whitewater WI,25,0,0,0,11-15-2017,0,49,5150,0,11,4,11-15-2017,12-14-2017,ended
CM1 - A Smarter Fridge,500000,live,GBP,12-20-2017,cm1-a-smarter-fridge,Technology,York UK,599,0,1,0,11-20-2017,0,13,7473,7,2,3,11-20-2017,12-20-2018,ended
Express Yourself with POVLAMP: The future of Smart Lighting.,120000,live,CHF,12-23-2017,express-yourself-with-povlamp-the-future-of-smart,Technology,Zurich Switzerland,29,31,0,2,11-22-2017,0,57,43876,31,2,7,11-22-2017,12-23-2017,ended
Valorem,700,live,USD,12-12-2017,valorem,Video Games,Akron OH,4,0,0,0,11-19-2017,1,15,709,0,0,0,11-19-2017,12-12-2018,ended
Brothers Once,500,live,USD,01-10-2018,brothers-once,Video Games,Albuquerque NM,25,0,0,0,12-11-2017,0,5,251,3,0,0,12-11-2017,01-10-2018,ended
Beat and Box,50000,live,USD,02-22-2018,beat-and-box,Video Games,Altoona IA,10,0,1,0,01-08-2018,0,3,12,0,6,0,01-08-2018,02-22-2018,ended
"Videojuego Survival Zombie FPS \""atres pasos\""",100000,live,MXN,04-06-2018,videojuego-survival-zombie-fps-atres-pasos,Video Games,America Mexico,100,0,0,0,02-05-2018,0,0,0,0,0,0,02-05-2018,02-15-2018,ended
Building Blocks / Master Builder of Egypt,8000,live,EUR,12-09-2017,building-blocks-master-builder-of-egypt,Video Games,Amerika Germany,15,0,0,0,11-22-2017,0,1,15,0,0,0,11-09-2017,12-03-2017,ended
SANTA'S magical Christmas Sleigh - A New Game for the NES,7000,live,EUR,01-08-2018,santas-magical-christmas-sleigh-a-new-game-for-the,Video Games,Amsterdam Netherlands,10,0,0,0,12-08-2017,0,57,4494,0,0,3,12-08-2017,01-08-2018,ended
Zombies: Open World,5000,live,EUR,12-17-2017,zombies-open-world,Video Games,Amsterdam Netherlands,25,3,1,1,11-17-2017,0,10,415,3,1,4,11-17-2017,12-17-2017,ended
Chambers,1000,live,USD,12-29-2017,chambers,Video Games,Anchorage AK,25,0,0,0,11-28-2017,0,1,25,0,0,0,11-28-2017,12-29-2017,ended
Hitched - A Social Game of Marriage and Family.,800,live,USD,12-10-2017,hitched-a-social-game-of-marriage-and-family,Video Games,Antioch CA,50,0,0,0,11-11-2017,0,0,0,0,1,0,11-10-2017,12-10-2017,ended
Fallen Sky 2 [RPG][Postnuclear Adventure][PC][Andoid],1500,live,EUR,12-29-2017,fallen-sky-2-rpg-postnuclear-adventure-pc-andoid,Video Games,Apolda Germany,10,0,0,0,11-29-2017,0,1,45,0,0,0,11-29-2017,12-14-2017,ended
Crimson Nocturne - A 2d Platformer,100000,live,USD,01-07-2018,crimson-nocturne-a-2d-platformer,Video Games,Asheboro NC,0,0,0,0,12-08-2017,0,2,30,0,4,0,12-08-2017,01-07-2018,ended
The Dino Run 2 Exploratory Campaign,20000,live,USD,02-22-2018,the-dino-run-2-exploratory-campaign,Video Games,Asheville NC,5,0,0,9,01-24-2018,1,1298,26556,0,0,0,01-24-2018,02-22-2018,ended
Make 100 Masterpieces: The Painter's Playground,100,live,USD,02-05-2018,make-100-masterpieces-the-painters-playground,Video Games,Athens OH,0,0,0,0,01-12-2018,0,7,70,0,0,0,01-12-2018,02-05-2018,ended
Havela First Person Virtual Reality Game,5000,live,USD,12-18-2017,havela-first-person-virtual-reality-game,Video Games,Atlanta GA,0,0,0,0,11-13-2017,0,2,60,0,0,0,11-13-2017,12-18-2017,ended
Perceptions of the Dead 2,1200,live,USD,02-08-2018,perceptions-of-the-dead-2,Video Games,Atlanta GA,7,0,0,0,01-11-2018,1,134,2606,0,0,0,01-11-2018,02-07-2018,ended
12 R.A.G.S. Team 3-D /Video Game App Project,50000,live,USD,02-16-2018,12-rags-team-3-d-video-game-app-project,Video Games,Aubrey TX,40,0,0,0,01-02-2018,0,2,15,0,0,1,01-02-2018,02-02-2018,ended
Roast Party Game,5000,live,USD,03-01-2018,roast-party-game,Video Games,Auburn AL,15,0,0,0,02-02-2018,0,5,150,0,2,0,02-02-2018,02-28-2018,ended
A New Zealand Adventure Game - A Unique Experience,35000,live,NZD,02-01-2018,a-new-zealand-adventure-game-a-unique-experience,Video Games,Auckland NZ,9,0,0,0,12-03-2017,0,17,159,0,0,0,12-03-2017,01-25-2018,ended
Apocalypse The Game,3000,live,USD,12-10-2017,apocalypse-the-game,Video Games,Augusta GA,0,0,1,1,11-22-2017,0,2,35,0,1,1,11-09-2017,12-09-2017,ended
The Cold Case of Noella Bejerot,1600,live,USD,01-21-2018,the-cold-case-of-noella-bejerot,Video Games,Augusta GA,7,0,0,2,12-08-2017,1,68,1667,0,0,0,12-08-2017,01-20-2018,ended
Lake of Voices: Horror Visual Novel,750,live,USD,02-21-2018,lake-of-voices-horror-visual-novel,Video Games,Aurora CO,5,0,0,2,01-22-2018,1,131,2284,0,0,0,01-22-2018,02-21-2018,ended
Cultivating the Baltimore Killer Queen Arcade Game Community,2500,live,USD,03-01-2018,cultivating-the-baltimore-killer-queen-arcade-game,Video Games,Baltimore MD,9,0,0,0,01-31-2018,1,59,2601,0,0,0,01-31-2018,02-28-2018,ended
Lupine Games Inc.,1100,live,GBP,11-26-2017,lupine-games-inc,Video Games,Bangor UK,10,0,0,0,11-22-2017,0,1,10,0,0,0,09-27-2017,11-26-2017,ended
Gotta Get Going: Steam Smugglers VR,20000,live,EUR,01-03-2018,gotta-get-going-steam-smugglers-vr,Video Games,Barcelona Spain,12,0,0,1,12-04-2017,0,36,1785,1,2,2,12-04-2017,01-03-2018,ended
Choreo: Legend Of Loco - A 2D Musical Platformer,10000,live,GBP,12-29-2017,choreo-legend-of-loco-a-2d-musical-platformer,Video Games,Basingstoke UK,8,0,0,0,11-29-2017,0,50,580,4,3,0,11-29-2017,12-29-2018,ended
Loot Pox,930,live,GBP,02-19-2018,loot-pox,Video Games,Bath UK,15,0,0,0,01-16-2018,1,23,971,0,0,0,01-16-2018,02-19-2018,ended
Dataphobia,3000,live,EUR,02-23-2018,dataphobia,Video Games,Bayern Germany,0,0,0,1,02-13-2018,0,2,15,0,8,1,02-13-2018,02-23-2018,ended
World of the Shinkis,100000,live,EUR,01-10-2018,world-of-the-shinkis,Video Games,Bayern Germany,25,0,0,0,12-11-2017,0,2,72,0,2,1,12-11-2017,01-10-2018,ended
ACIDSOUL,8500,live,EUR,12-31-2017,acidsoul,Video Games,Bayonne France,14,0,0,0,12-01-2017,0,16,631,0,0,0,12-01-2017,12-31-2017,ended
Veridian,6000,live,USD,12-01-2017,veridian,Video Games,Beloit WI,15,0,0,0,11-22-2017,0,0,0,0,0,0,11-01-2017,12-01-2017,ended
A SCOTTISH WARSTORY,25000,live,EUR,12-13-2017,a-scottish-warstory,Video Games,Berlin Germany,10,0,0,0,11-13-2017,0,9,225,7,0,0,11-13-2017,12-13-2017,ended
Frenzy - Making gaming healthy through VR and Mobile,40000,live,EUR,02-22-2018,frenzy-making-gaming-healthy-through-vr-and-mobile,Video Games,Berlin Germany,10,0,0,0,12-24-2017,0,2,30,0,1,0,12-24-2017,02-22-2018,ended
Life is Hard - Roleplay MMO,6000,live,EUR,02-25-2018,life-is-hard-roleplay-mmo,Video Games,Berlin Germany,25,0,0,0,01-25-2018,0,11,180,0,0,0,01-25-2018,02-24-2018,ended
Life is Hard - The Multiplayer Roleplay Game,150000,live,EUR,11-28-2017,life-is-hard-the-multiplayer-roleplay-game,Video Games,Berlin Germany,25,13,3,3,11-22-2017,0,29,825,13,3,3,09-29-2017,11-28-2017,ended
Lingotopia - A language learning game,10000,live,EUR,02-08-2018,lingotopia-a-language-learning-game,Video Games,Berlin Germany,15,0,0,1,01-11-2018,1,481,12079,0,0,0,01-11-2018,02-08-2018,ended
Kawaii Console Club Hard Enamel Pins v2,420,live,USD,01-28-2018,kawaii-console-club-hard-enamel-pins-v2,Video Games,Birmingham AL,20,2,0,0,01-04-2018,1,57,1846,0,0,0,01-04-2018,01-28-2018,ended
Ergastulum - Where Asian and Western horror blends together,60000,live,GBP,12-07-2017,ergastulum-a-journey-of-rediscovering-your-lost-fa,Video Games,Birmingham UK,12,0,4,9,11-22-2017,0,30,585,0,5,10,11-07-2017,11-30-2017,ended
Unit Down - STRATEGY/ACTION GAME,350,live,USD,01-25-2018,unit-down-strategy-action-game,Video Games,Bloomfield NM,15,0,0,0,12-26-2017,0,5,41,0,1,0,12-25-2017,01-24-2018,ended
n0d3::Machina Omega,15000,live,USD,12-21-2017,n0d3-machina-omega,Video Games,Boulder CO,10,0,1,0,11-20-2017,0,2,32,0,3,2,11-20-2017,12-20-2017,ended
New and innovative darkrp experience,150,live,USD,02-20-2018,new-and-innovative-darkrp-experience,Video Games,Bowling Green KY,5,0,0,0,01-21-2018,0,3,9,0,0,0,01-21-2018,02-20-2018,ended
BURX | 2D action game with RPG elements,37000,live,CAD,02-04-2018,burx-2d-action-game-with-rpg-elements,Video Games,Brasil Brazil,10,0,0,0,01-04-2018,0,18,323,0,0,0,01-04-2018,02-03-2018,ended
Malediction,50000,live,AUD,12-01-2017,malediction,Video Games,Brassall AU,10,0,0,0,11-22-2017,0,10,460,0,0,0,11-01-2017,12-01-2017,ended
Cast VR,10000,live,AUD,11-25-2017,cast-vr,Video Games,Brisbane AU,7,0,1,0,11-22-2017,0,25,1794,0,1,0,10-26-2017,11-25-2017,ended
B,1500,live,GBP,02-07-2018,b-0,Video Games,Bristol UK,3,0,0,0,01-08-2018,0,3,7,0,0,0,01-08-2018,02-07-2018,ended
Custom Games,10000,live,USD,01-13-2018,custom-games,Video Games,Bronx NY,5,0,0,1,12-14-2017,0,25,1431,2,12,6,12-14-2017,01-09-2018,ended
ENEVIONâ„¢ THE GAME,2000,live,USD,12-20-2017,eneviontm-the-game,Video Games,Brooklyn NY,35,0,0,0,11-23-2017,0,3,55,0,0,0,11-22-2017,12-19-2017,ended
Princess Guard - a Fantasy Visual Novel,10000,live,USD,12-17-2017,princess-guard-a-fantasy-visual-novel,Video Games,Buffalo NY,5,0,1,0,11-17-2017,1,294,20243,0,0,0,11-17-2017,12-17-2018,ended
